restaurant_id,name,city,area,address,latitude,longitude,location_source,location_precision,cuisines,rest_type,cost_for_two_inr,price_tier,rating,review_count,online_order,book_table,dish_liked
5300,World In A Bowl,Bengaluru,Indiranagar,"4, St Mary's Building, Appareadypalya, Stage 2, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Continental, North Indian, Desserts, Beverages",Delivery,600,Moderate,2.9,40,True,False,"Pasta, Butter Chicken, Fruit Bowl"
5301,HomelyDelight,Bengaluru,Brookefield,"1st Floor, 606, C Block, AECS Layout, Kundalahalli, Brookefield, Bangalore",12.9654,77.7186,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,300,Budget,3.8,40,True,False,
5302,Bengal Sweets,Bengaluru,Jalahalli,"Opposite to Prestige Wellington Park, Gangamma Circle, Jalahalli, Bangalore",13.0526,77.5413,Bengaluru locality centroid,locality-level,"Mithai, Street Food","Sweet Shop, Quick Bites",300,Budget,3.9,40,False,False,
5303,Pout,Bengaluru,BTM,"14, Krishnanagara Industrial Area, Next to Christ College, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,Beverages,Beverage Shop,400,Moderate,4.0,40,False,False,"Shawarma, Chicken Grill"
5304,Golden Restaurant,Bengaluru,Frazer Town,"Jayamahal Palace, Jayamahal, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese",Casual Dining,1000,Premium,3.7,40,False,False,Fish
5305,Yeruva Biriyani,Bengaluru,Electronic City,"Shanthipura Road, Behind Foodies Express, Phase 2, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"Biryani, Chinese",Delivery,400,Moderate,3.5,40,True,False,
5306,Gelato Italiano,Bengaluru,Brigade Road,"Ground Floor, Garuda Mall, Magrath Road, Ashok Nagar",12.9733,77.6074,Bengaluru locality centroid,locality-level,"Ice Cream, Bakery, Desserts",Dessert Parlor,200,Budget,3.0,40,True,False,"Belgian Chocolate, Waffle Cone, Tiramisu"
5307,Cafe Ritzz,Bengaluru,Indiranagar,"3274/1A, 11th Main, HAL 2nd Stage, Next to ESI Hospital, Indiranagar",12.9784,77.6408,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,700,Moderate,3.6,40,False,True,
5308,Resto,Bengaluru,Bannerghatta Road,"200, 1st Main, 6th Cross, MICO Layout, Off Bannerghatta Road, Bangalore",12.8906,77.596,Bengaluru locality centroid,locality-level,"Chinese, North Indian, Fast Food, Momos",Quick Bites,350,Budget,3.7,40,False,False,
5309,Makers of Milkshakes,Bengaluru,HSR,"2606, Ground Floor, The Ambience Building, 16th Cross, 27th Main, Sector 1, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,Beverages,Beverage Shop,300,Budget,3.9,40,True,False,
5310,Upahara Darshini,Bengaluru,Basavanagudi,"9/2, South End Main Road, Next to Surana College, Basavanagudi, Bangalore",12.9416,77.5753,Bengaluru locality centroid,locality-level,"North Indian, Chinese, South Indian, Fast Food",Casual Dining,600,Moderate,4.0,40,True,False,Masala Dosa
5311,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,Bengaluru,Marathahalli,"2, Purva Riviera Shopping Complex, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Cafe, Italian","Cafe, Quick Bites",400,Moderate,3.2,40,False,False,
5312,Uma Ki Rasoi,Bengaluru,Electronic City,"Velankini Drive, Phase-1, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,250,Budget,3.9,40,True,False,
5313,YumYumSouth,Bengaluru,Indiranagar,"4, 39/1, St Mary's Building, 2nd Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,South Indian,Delivery,600,Moderate,3.0,40,True,False,
5314,Shree Guru Sagar,Bengaluru,Basaveshwara Nagar,"576, 3rd Stage, 4th Block, 15th Main, Near Water Tank, Basaveshwara Nagar, Bangalore",12.9892,77.5387,Bengaluru locality centroid,locality-level,"Chinese, North Indian, South Indian",Quick Bites,500,Moderate,3.5,40,True,False,
5315,Nammura Upahara,Bengaluru,JP Nagar,"31/1, 22nd Main, 2nd Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,100,Budget,3.8,40,False,False,"Masala Dosa, Tea, Vada, Idli, Coffee"
5316,Fish Factory-Citrus Hotel,Bengaluru,Cunningham Road,"Citrus Hotels, 34, Cunningham Road, Bangalore",12.988,77.596,Bengaluru locality centroid,locality-level,Seafood,Fine Dining,2600,Luxury,3.9,40,False,True,
5317,Cupcake Couture,Bengaluru,Whitefield,"#10061 Tower 10, Prestige Shanti Niketan., Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,Desserts,Delivery,300,Budget,3.8,40,False,False,"Cup Cake, Chocolate Truffle"
5318,Afoozoo - Ginger Hotel,Bengaluru,Whitefield,"Ginger Hotel, 128, EPIP Phase 2, Opposide KTPO and SAP Lab, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,800,Premium,3.5,40,False,False,
5319,Subway,Bengaluru,Marathahalli,"77 Town Center, Yemalur Road, Marathahalli Village, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Healthy Food, Sandwich, Salad",Quick Bites,500,Moderate,3.6,40,True,False,
5320,Biryani Miya,Bengaluru,Koramangala 4th Block,"418/9, 1st Cross, Green Leaf Layout, 80 Feet Road, Near Blue Dart Office, Koramangala 4th Block, Bangalore",12.934,77.63,Bengaluru locality centroid,locality-level,"Biryani, North Indian",Delivery,600,Moderate,3.8,40,True,False,Biryani
5321,New Fishland,Bengaluru,Malleshwaram,"478/1, 2nd Main, 6th Cross, Sri Rama Krupa, Malleshwaram, Bangalore",13.0031,77.5643,Bengaluru locality centroid,locality-level,"Seafood, Chinese, North Indian, South Indian",Quick Bites,400,Moderate,3.9,40,False,False,
5322,Kolkata Biryani Center,Bengaluru,Whitefield,"Shop 6, Street 28/4, D Ramaiah Building, Whitefield Main Road, Opposite Nalapad Brigade Center, Garudacharpalya, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,Biryani,Quick Bites,250,Budget,3.8,40,True,False,
5323,A2B - Adyar Ananda Bhavan,Bengaluru,BTM,"01, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Street Food","Takeaway, Delivery",200,Budget,4.2,40,True,False,
5324,Punjabi Khazana,Bengaluru,Indiranagar,"10, Krishna Temple Road, HAL 1st Stage, Off 100 Feet Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,400,Moderate,3.5,40,False,False,Butter Chicken
5325,Frozen Bottle,Bengaluru,Brigade Road,"54,Monarch Plaza,Brigade Road, Bangalore",12.9733,77.6074,Bengaluru locality centroid,locality-level,"Beverages, Desserts, Ice Cream",Beverage Shop,400,Moderate,3.9,40,True,False,
5326,Sweet Truth,Bengaluru,Whitefield,"25, Shop 5, Food Court, SJR i-park, Opposite to HSBC, Hoodi Village, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Bakery, Desserts",Delivery,500,Moderate,3.9,40,True,False,"Cheesecake, Chocolate Decadence, Pancakes"
5327,Chandu Dhaba,Bengaluru,HSR,"2720, 16th Cross, 31st Main, Sector 1, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,"Street Food, Chinese, Fast Food",Quick Bites,250,Budget,3.8,40,False,False,
5328,Tempteys,Bengaluru,HSR,"806, 27th Main, Opposite SBI Bank, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,Beverages,"Beverage Shop, Dessert Parlor",300,Budget,3.7,40,True,False,
5329,Pulla Reddy Sweets,Bengaluru,Marathahalli,"35, Lakshminarayana Pura, AECS Layout,Varthur Main Road, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,Mithai,Sweet Shop,250,Budget,3.5,39,False,False,
5330,Sweet Truth,Bengaluru,Rajajinagar,"22, 14th Main Road, Subramanya Nagar, Rajajinagar, Bangalore",12.9982,77.553,Bengaluru locality centroid,locality-level,"Bakery, Desserts",Delivery,500,Moderate,4.0,39,True,False,"Cheesecake, Chocolate Fantasy, Chocolate Decadence"
5331,Ibaco,Bengaluru,Rajajinagar,"322, 6th Main Road, West Of Chord Road, 13th Cross, Mahalakshmipuram, Rajajinagar, Bangalore",12.9982,77.553,Bengaluru locality centroid,locality-level,"Desserts, Ice Cream",Dessert Parlor,300,Budget,3.6,39,True,False,
5332,Om Sai Ram Food Junction,Bengaluru,Yeshwantpur,"8/1, 3rd Cross, Chikkamaranahalli, New BEL Road, Bangalore",13.0238,77.5529,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,200,Budget,3.7,39,False,False,
5333,Punjab Di Shaan,Bengaluru,HSR,"543, 7th Cross, 24th Main, Opposite Nous Info Systems, Sector 1, HSR, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,North Indian,Casual Dining,450,Moderate,3.0,39,True,False,"Roti, Thali, Paratha"
5334,Sober Turtle,Bengaluru,Koramangala 4th Block,"1st Main, GK Tower, Koramangala 4th Block, Bangalore",12.934,77.63,Bengaluru locality centroid,locality-level,"Street Food, Sandwich, Beverages",Quick Bites,250,Budget,3.4,39,False,False,
5335,Nieghbourhood Cafe,Bengaluru,Whitefield,"Gate 1, Tower 24, Prestige Shantiniketan, ITPL Main Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Pizza, Italian, Chinese, North Indian",Casual Dining,750,Moderate,3.7,39,False,False,
5336,Zanzibar - Davanam Sarovar Portico Suites,Bengaluru,BTM,"Davanam Sarovar Portico, 3rd Floor, Total Mall, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,Finger Food,Bar,1200,Premium,3.5,39,False,False,
5337,Papanna's Biriyani,Bengaluru,Banaswadi,"Near Banaswadi Post Office, 100 Feet Road, Banaswadi, Bangalore",13.0142,77.6519,Bengaluru locality centroid,locality-level,"South Indian, Biryani",Quick Bites,350,Budget,3.7,39,False,False,
5338,Vybhava,Bengaluru,Jayanagar,"35-1, Near Yediyur Lake, Kanakapura Road, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,"South Indian, North Indian",Quick Bites,250,Budget,3.8,39,False,False,"Masala Dosa, Idli, Vada Sambar"
5339,Shee-Sha Cafe,Bengaluru,Bannerghatta Road,"225/226, Omkar Nagar, Arkere, Above Arekere Canara Bank, Bannerghatta Road, Bangalore",12.8906,77.596,Bengaluru locality centroid,locality-level,"Cafe, North Indian, Chinese, Continental","Cafe, Casual Dining",800,Premium,3.6,39,False,True,
5340,BIB - Breakfast in the Box,Bengaluru,Yeshwantpur,"Market Road, 5th Main, Opposite 3rd House, Yeshwantpur, Banglore",13.0238,77.5529,Bengaluru locality centroid,locality-level,"American, Sandwich",Quick Bites,600,Moderate,3.8,39,True,False,
5341,Bengalooru Tiffany's,Bengaluru,JP Nagar,"Near Elita Promenade Main Gate, 18th Main, Opposite RBI Layout, 7th Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese, Street Food",Quick Bites,400,Moderate,3.1,39,True,False,
5342,Tim Cafe,Bengaluru,Marathahalli,"Shop 1, 6th Cross, Lakshmi Layout, Munnekolala, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Cafe, Sandwich, Beverages",Cafe,250,Budget,3.6,39,True,False,
5343,Akshaya Donne Biriyani,Bengaluru,JP Nagar,"1, Nayak Layout Gate, B.K. Circle, 8th Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"Biryani, South Indian, Kebab",Quick Bites,300,Budget,3.0,39,True,False,
5344,Tandoor Nation,Bengaluru,BTM,"14, Tank Shore Road, Kuvempu Nagar, Stage 2, BTM Layout, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Quick Bites,400,Moderate,3.0,39,True,False,
5345,Amaravati,Bengaluru,BTM,"9, Maruthi Nagar, Madiwala, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Quick Bites,400,Moderate,3.6,39,False,False,
5346,Neer Dosa Fish Land,Bengaluru,BTM,"12/13, 20th Main, Maruthinagar, 1st Stage",12.9166,77.6101,Bengaluru locality centroid,locality-level,"Seafood, Mangalorean",Casual Dining,600,Moderate,3.6,39,False,False,
5347,Green G Juice Bar,Bengaluru,Indiranagar,"12th Main Road, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Ice Cream, Fast Food, Beverages",Beverage Shop,200,Budget,3.5,39,True,False,
5348,Burrito Boys,Bengaluru,Bellandur,"RMZ Ecoworld, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Mexican, Tex-Mex",Food Court,330,Budget,2.7,39,False,False,Rice Bowl
5349,Malabar Mint,Bengaluru,Koramangala 5th Block,"63, JNC Road, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,"Kerala, North Indian, Chinese",Casual Dining,700,Moderate,3.4,39,False,False,
5350,Night Panda,Bengaluru,JP Nagar,"487, Ground Floor, 16th Cross, 4th Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"Fast Food, North Indian, Chinese","Takeaway, Delivery",500,Moderate,2.9,39,False,False,"Burgers, Chicken Biryani"
5351,Java,Bengaluru,Old Airport Road,"The Senate, G-Block, Diamond District Kodihalli, Old Airport Road, Bangalore",12.959,77.653,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,700,Moderate,3.7,39,False,False,
5352,Starbucks,Bengaluru,Bellandur,"Ground Floor, RMZ Eco World, Bellandur, Bangalore",12.9304,77.6784,Bengaluru locality centroid,locality-level,"Cafe, Desserts",Cafe,700,Moderate,3.9,39,False,False,
5353,One Stop MARATHA,Bengaluru,Koramangala 6th Block,"900, 80 Feet Main Road, Opposite Indian Oil Petrol Pump, Venkappa Garden, Koramangala 6th Block, Bangalore",12.939,77.624,Bengaluru locality centroid,locality-level,Maharashtrian,Quick Bites,250,Budget,3.1,39,False,False,
5354,The Underground Gastropub,Bengaluru,Koramangala 5th Block,"122, KHB Colony, Koramangala 5th Block, Bangalore",12.9352,77.618,Bengaluru locality centroid,locality-level,Finger Food,Pub,1000,Premium,3.0,39,False,False,
5355,Eat Well,Bengaluru,Marathahalli,"House 1 Pragati layout, Near Railway Bridge, Doddanekundi, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Delivery,400,Moderate,3.0,39,True,False,
5356,Friendz Zone,Bengaluru,Whitefield,"107/P4 Pattandur Agrahara, Whitefield Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"North Indian, Street Food",Quick Bites,400,Moderate,3.6,39,False,False,Chai
5357,Lemon Krust,Bengaluru,Whitefield,"Shop 92, RHB Colony Mahadevpura, Whitefield Main Road, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Bakery, Fast Food",Bakery,150,Budget,4.0,39,True,False,"Cup Cake, Brownie"
5358,Upahar Sagar,Bengaluru,Banashankari,"727, 23rd Cross, KR Road, 2nd Stage, Banashankari, Bangalore",12.9255,77.5468,Bengaluru locality centroid,locality-level,"South Indian, Chinese, North Indian",Quick Bites,350,Budget,3.8,39,False,False,Masala Dosa
5359,New Kabab Zone,Bengaluru,BTM,"6/4, Hongasandra Bus Stop, Begur Main Road, BTM, Bangalore",12.9166,77.6101,Bengaluru locality centroid,locality-level,"North Indian, Fast Food",Quick Bites,500,Moderate,3.5,39,False,False,
5360,Wangs Kitchen,Bengaluru,JP Nagar,"Kothanur Main Road, J.P. Nagar Puttenahalli 7th Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,Chinese,Casual Dining,1000,Premium,2.8,39,True,False,
5361,Take It!,Bengaluru,Marathahalli,"10, LRDE Layout, Kartick Nagar, Outer Ring Road, Marathahalli, Bangalore",12.9591,77.6974,Bengaluru locality centroid,locality-level,"Continental, Chinese, Fast Food",Delivery,450,Moderate,3.1,39,True,False,
5362,Lassi Shop,Bengaluru,JP Nagar,"283/1, 3rd Cross, JP Nagar 3rd phase,next to mini Forrest, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"Beverages, Ice Cream",Beverage Shop,200,Budget,3.9,39,True,False,
5363,New Shanthi Sagar,Bengaluru,Sadashiv Nagar,"32, 13th Cross, Sadashiv Nagar, Bangalore",13.0068,77.5813,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese, Beverages",Casual Dining,550,Moderate,2.7,39,False,False,
5364,NEW SUNRISE RESTAURANTS,Bengaluru,JP Nagar,"53, Indira Gandhi Circle, 80 Feet Road, 1st Phase, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Biryani",Casual Dining,500,Moderate,2.7,39,False,False,Tandoori Chicken
5365,Goli Vada Pav No. 1,Bengaluru,Indiranagar,"13th Cross, Opposite BDA Complex, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,Street Food,Quick Bites,200,Budget,3.6,39,False,False,
5366,Ayda Persian Kitchen,Bengaluru,Banashankari,"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",12.9255,77.5468,Bengaluru locality centroid,locality-level,"North Indian, Iranian",Casual Dining,950,Premium,3.7,39,False,False,
5367,Sugar Rush,Bengaluru,Banashankari,"186, 11th Main, 4th Cross, Hanumanthnagar, Banashankari, Bangalore",12.9255,77.5468,Bengaluru locality centroid,locality-level,"Bakery, Desserts",Bakery,300,Budget,3.8,39,False,False,
5368,Gelato Italiano,Bengaluru,Whitefield,"1st Floor, Inorbit Mall, EPIP Zone, Bengalore, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Ice Cream, Bakery, Desserts","Dessert Parlor, Kiosk",200,Budget,3.1,39,True,False,"Tiramisu, Cheesecake, Kulfi"
5369,Paris Restaurant,Bengaluru,Yeshwantpur,"25, S.C Road, Near Jama Masjid, Bazar Street, Yeshwantpur, Bangalore",13.0238,77.5529,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Biryani",Casual Dining,550,Moderate,3.7,39,True,False,
5370,Simhapuri Mess,Bengaluru,Old Airport Road,"8, BDA Main Road, NR Colony, HAL Post, Old Airport Road, Bangalore",12.959,77.653,Bengaluru locality centroid,locality-level,North Indian,Mess,300,Budget,3.8,39,False,False,
5371,Pizza Hut,Bengaluru,Church Street,"1st Floor, 30, Off M G Road, Opposite S.B.I. Bank, Church Street",12.975,77.605,Bengaluru locality centroid,locality-level,"Pizza, Fast Food",Casual Dining,750,Moderate,3.7,39,True,False,
5372,The Juice Shop - Juicery And Kitchen,Bengaluru,Kalyan Nagar,"403, 5th Main, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",13.0221,77.6403,Bengaluru locality centroid,locality-level,"Beverages, Fast Food, Bakery",Quick Bites,300,Budget,3.9,39,True,False,"Burgers, Lamb Burger, Sandwiches, Brownie, Churros, Hot Dog, Chocolate Cake"
5373,Meat And Eat,Bengaluru,Sarjapur Road,"1, Mathrushree Plaza, Thulasi Layout, Kasavanahalli Village, Matha Amrita College Road, Sarjapur Road, Bangalore",12.911,77.685,Bengaluru locality centroid,locality-level,"Fast Food, Burger",Quick Bites,500,Moderate,2.8,39,True,False,
5374,Shanmukha,Bengaluru,JP Nagar,"1260 SY 35/4 SJR Tower's, JP Nagar 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",12.9063,77.5857,Bengaluru locality centroid,locality-level,"Biryani, Seafood, Chinese, Charcoal Chicken","Takeaway, Delivery",400,Moderate,3.1,39,False,False,
5375,Burger Bite House,Bengaluru,Kaggadasapura,"10, Near Karnataka Bank, Kaggadaspura Main Road, Kaggadasapura, Bangalore",12.9847,77.6777,Bengaluru locality centroid,locality-level,"Burger, Fast Food, Desserts",Quick Bites,400,Moderate,2.6,39,True,False,
5376,Paratha Merchant,Bengaluru,Kumaraswamy Layout,"31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore",12.9081,77.5552,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,300,Budget,3.1,39,True,False,
5377,NV Naidu Hotel,Bengaluru,City Market,"Opposite Parimala Theatre, Kalasipalya New Extension, Old Tharagupet, Chickpet, City Market, Bangalore",12.966,77.5772,Bengaluru locality centroid,locality-level,Biryani,Quick Bites,250,Budget,3.9,39,False,False,
5378,Spicy Tandoor,Bengaluru,Electronic City,"Ground Floor, RMR shopping Complex, 3rd Cross, Neeladri Road, Phase 1, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Kebab, Mughlai","Takeaway, Delivery",400,Moderate,2.7,39,True,False,
5379,KA 51 Restocafe,Bengaluru,Electronic City,"Hulimangala Rd, Bengaluru, Karnataka 560100, India",12.8399,77.677,Bengaluru locality centroid,locality-level,"Cafe, Mughlai",Cafe,650,Moderate,3.9,39,False,False,
5380,Keventers,Bengaluru,Basaveshwara Nagar,"628, 8th Main Road, Shakthi Ganapathi Nagar, Basaveshwar Nagar, Bangalore",12.9892,77.5387,Bengaluru locality centroid,locality-level,"Beverages, Desserts, Ice Cream","Beverage Shop, Dessert Parlor",400,Moderate,3.7,39,False,False,
5381,A2B - Adyar Ananda Bhavan,Bengaluru,"Varthur Main Road, Whitefield","710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",12.955,77.745,Bengaluru locality centroid,locality-level,"South Indian, North Indian, Chinese, Street Food","Takeaway, Delivery",200,Budget,3.8,39,True,False,
5382,Lassi Mania,Bengaluru,Electronic City,"42/4C, Anand Reddy Layout, Phase 2, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"Beverages, Juices",Beverage Shop,200,Budget,3.6,39,True,False,
5383,Just Bake,Bengaluru,Bellandur,"Ganapa Tower, Sarjapur Outer Ring Road, Near Bangalore Central",12.9304,77.6784,Bengaluru locality centroid,locality-level,Bakery,Bakery,400,Moderate,3.7,39,False,False,
5384,The Coffee Bean & Tea Leaf,Bengaluru,Whitefield,"Ground Floor, Phoenix Market City Mall, Mahadevpura, Whitefield, Bangalore",12.9698,77.75,Bengaluru locality centroid,locality-level,"Cafe, Coffee",Cafe,700,Moderate,3.0,38,True,False,
5385,The Paratha Stories,Bengaluru,Koramangala 1st Block,"Koramangala 1st Block, Bangalore",12.9279,77.6271,Bengaluru locality centroid,locality-level,North Indian,Delivery,400,Moderate,3.3,38,True,False,
5386,Goli Vada Pav No. 1,Bengaluru,New BEL Road,"568/A, 2nd Block, HMT Layout, Vidyaranyapura Main Road, New BEL Road, Bangalore",13.0382,77.5703,Bengaluru locality centroid,locality-level,Street Food,Quick Bites,200,Budget,3.7,38,True,False,
5387,Namma Brahmin's Idli,Bengaluru,Jayanagar,"30th Cross, 8th Main, Near Jain Temple, 4th Block, Jayanagar, Bangalore",12.9308,77.5838,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,100,Budget,3.7,38,True,False,
5388,Sri Sai Bhavan,Bengaluru,Brookefield,"714, C Block, 1st Main, 60 Feet Road, AECS Layout, Brookefield, Bangalore",12.9654,77.7186,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,300,Budget,3.6,38,True,False,
5389,Fuel Resto Bar,Bengaluru,Richmond Road,"Mezzanine Level, The Pride Hotel, 93, Richmond Road, Bangalore",12.966,77.607,Bengaluru locality centroid,locality-level,"Finger Food, Mediterranean, North Indian",Bar,2000,Luxury,4.2,38,False,False,"Cocktails, Dal Makhani, Paneer Tikka, Butter Chicken, Garlic Naan, Tequila, Fish"
5390,The Bong,Bengaluru,Frazer Town,"39/1, Coles Road, Frazer Town, Bangalore",12.9968,77.613,Bengaluru locality centroid,locality-level,"Bengali, North Indian",Quick Bites,300,Budget,3.1,38,True,False,
5391,The Culinarium,Bengaluru,Vasanth Nagar,"The Hatworks Boulevard, 32, Cunningham Road, Bangalore",12.99,77.59,Bengaluru locality centroid,locality-level,"Cafe, Desserts, Beverages","Cafe, Dessert Parlor",1100,Premium,4.0,38,False,False,"Salted Caramel, Pie"
5392,Seven Spices - Manipal County,Bengaluru,Electronic City,"Manipal County, 65, Singasandra, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Continental",Casual Dining,900,Premium,2.8,38,False,False,
5393,Parathe Wali Gali,Bengaluru,Wilson Garden,"#235/1, 12th Cross, Wilson Garden, Bangalore",12.948,77.596,Bengaluru locality centroid,locality-level,North Indian,Quick Bites,250,Budget,3.9,38,True,False,
5394,Sakshi,Bengaluru,Bannerghatta Road,"No 173, Munivenkatappa Layout, Bilekahalli, Opp Ranka Colony, Bannerghatta Road",12.8906,77.596,Bengaluru locality centroid,locality-level,"North Indian, Biryani, Chinese, Seafood",Casual Dining,550,Moderate,3.0,38,True,False,
5395,Mist n Creams,Bengaluru,HSR,"2737, 27th Main, 16th Cross, Sector 1, HSR Layout, Bangalore",12.9121,77.6446,Bengaluru locality centroid,locality-level,Ice Cream,Dessert Parlor,400,Moderate,3.9,38,False,False,
5396,Chaavadi,Bengaluru,Indiranagar,"153, 1st Main, 9th Cross, Above LG Showroom, 1st Stage Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"North Indian, Biryani, Seafood, Chinese, Mangalorean",Casual Dining,750,Moderate,3.7,38,False,False,
5397,Swad,Bengaluru,Electronic City,"10, 2nd Cross, 1st Phase, Near Toll Gate 1, Lords Plaza, Above Apollo Pharmacy, Electronic City, Bangalore",12.8399,77.677,Bengaluru locality centroid,locality-level,"North Indian, Chinese",Casual Dining,500,Moderate,3.7,38,False,False,Malai Kofta
5398,House Of Seitan,Bengaluru,Indiranagar,"788, JK Plaza, 12th Main, 2nd Stage, Indiranagar, Bangalore",12.9784,77.6408,Bengaluru locality centroid,locality-level,"Healthy Food, Burger, Beverages, Cafe, Sandwich, Salad",Cafe,700,Moderate,4.0,38,True,False,"Burgers, Sandwich, Sandwiches, Salads"
5399,Embers - Nandhana Grand Hotel,Bengaluru,Koramangala 6th Block,"Nandhana Grand Hotel, 52, 6th Cross, 5th Main, 60 Feet Road, 6th Block, Koramangala 6th Block, Bangalore",12.939,77.624,Bengaluru locality centroid,locality-level,"North Indian, South Indian, Thai, Chinese, Continental",Casual Dining,900,Premium,3.8,38,False,False,Biryani
5400,Shree Mandarathi Grand,Bengaluru,Uttarahalli,"8/10, Subramanyapura Main Road, Near Royal Mart, Uttarahalli, Bangalore",12.9054,77.5342,Bengaluru locality centroid,locality-level,"South Indian, North Indian",Casual Dining,400,Moderate,3.7,38,True,False,
5401,Sagar Kabab Corner,Bengaluru,Yeshwantpur,"HMT Main Road ,Near HDFC Bank, Mathikere, Yeshwantpur, Bangalore",13.0238,77.5529,Bengaluru locality centroid,locality-level,"North Indian, Chinese, Biryani",Quick Bites,350,Budget,3.2,38,True,False,
5402,Ranga's Paradise,Bengaluru,Banaswadi,"2, Erappe Reddy Complex, Banaswadi Main Road, Banaswadi, Bangalore",13.0142,77.6519,Bengaluru locality centroid,locality-level,South Indian,Quick Bites,150,Budget,3.3,38,True,False,
